20140102,76.76505,11
20140103,75.07884,9
20140106,75.48826,10
20140107,74.94838,12
20140108,75.42302,10
20140109,74.45987,9
20140110,73.96303,4
20140113,74.35023,12
20140114,75.82965,4
20140115,77.35211,13
20140116,76.92049,8
20140117,75.03581,5
20140121,76.20159,3
20140122,76.54022,12
20140123,77.18835,9
20140124,75.78525,11
20140127,76.40005,14
20140128,70.29359,14
20140129,69.4956,6
20140130,69.36098,11
20140131,69.47478,6
20140203,69.60384,7
20140204,70.61141,16
20140205,71.13879,7
20140206,71.55344,5
20140207,72.55447,9
20140210,73.85427,16
20140211,74.82738,8
20140212,74.82179,14
20140213,76.0099,12
20140214,75.94848,6
20140218,76.22771,7
20140219,75.02424,6
20140220,74.15584,10
20140221,73.33212,8
20140224,73.65323,11
20140225,72.88675,4
20140226,72.22916,12
20140227,73.66998,8
20140228,73.47033,4
20140303,73.68255,11
20140304,74.16841,7
20140305,74.32477,5
20140306,74.09999,7
20140307,74.05671,6
20140310,74.12373,5
20140311,74.84554,4
20140312,74.91813,4
20140313,74.08602,6
20140314,73.25393,7
20140317,73.54015,4
20140318,74.19075,8
20140319,74.1712,10
20140320,73.81378,7
20140321,74.39598,2
20140324,75.27833,11
20140325,76.08809,12
20140326,75.3607,12
20140327,75.0368,6
20140328,74.95303,9
20140331,74.93627,11
20140401,75.62178,6
20140402,75.74743,6
20140403,75.22249,4
20140404,74.24938,7
20140407,73.08361,9
20140408,73.07941,6
20140409,74.03996,7
20140410,73.085,7
20140411,72.5447,6
20140414,72.83369,7
20140415,72.31434,11
20140416,72.46093,5
20140417,73.28884,5
20140421,74.15863,11
20140422,74.23262,6
20140423,73.26231,17
20140424,79.26849,22
20140425,79.85068,13
20140428,82.94313,8
20140429,82.6974,17
20140430,82.38467,7
20140501,82.57873,11
20140502,82.73232,5
20140505,83.90228,11
20140506,82.9878,12
20140507,82.6974,5
20140508,82.55,8
20140509,82.20602,20
20140512,83.2295,12
20140513,83.36007,4
20140514,83.3755,7
20140515,82.66652,10
20140516,83.88654,11
20140519,84.88052,8
20140520,84.89737,9
20140521,85.12199,9
20140522,85.25678,12
20140523,86.21988,4
20140527,87.8344,11
20140528,87.60696,6
20140529,89.20324,8
20140530,88.86911,11
20140602,88.25838,11
20140603,89.50649,11
20140604,90.52856,8
20140605,90.88375,6
20140606,90.63386,3
20140609,92.08411,7
20140610,92.62463,11
20140611,92.24136,11
20140612,90.69843,11
20140613,89.70585,9
20140616,90.60998,6
20140617,90.49206,12
20140618,90.59033,8
20140619,90.27585,10
20140620,89.34223,6
20140623,89.26361,5
20140624,88.72309,9
20140625,88.80172,10
20140626,89.33241,7
20140627,90.39378,3
20140630,91.32739,7
20140701,91.90722,9
20140702,91.86791,4
20140703,92.40842,11
20140707,94.31497,8
20140708,93.70566,11
20140709,93.74497,10
20140710,93.40101,12
20140711,93.5779,12
20140714,94.78669,9
20140715,93.67618,8
20140716,93.14549,14
20140717,91.48463,9
20140718,92.80153,8
20140721,92.31998,10
20140722,93.08652,11
20140723,95.51393,16
20140724,95.35669,8
20140725,95.98565,6
20140728,97.31237,10
20140729,96.6834,13
20140730,96.45737,6
20140731,93.95135,8
20140801,94.47221,7
20140804,93.94152,2
20140805,93.47963,3
20140806,93.32239,10
20140807,93.31252,5
20140808,93.5693,4
20140811,94.80385,5
20140812,94.7841,7
20140813,96.03841,5
20140814,96.2952,12
20140815,96.76926,8
20140818,97.93468,6
20140819,99.28775,7
20140820,99.32726,5
20140821,99.33714,7
20140822,100.06799,7
20140825,100.28527,9
20140826,99.6433,9
20140827,100.86798,6
20140828,100.9865,11
20140829,101.23341,7
20140902,102.02353,7
20140903,97.7174,12
20140904,96.90753,16
20140905,97.74703,11
20140908,97.14457,8
20140909,96.77914,28
20140910,99.75195,22
20140911,100.17663,12
20140912,100.40379,6
20140915,100.37415,5
20140916,99.61367,12
20140917,100.32478,8
20140918,100.53218,13
20140919,99.71244,9
20140922,99.8112,11
20140923,101.37167,10
20140924,100.49268,11
20140925,96.66062,14
20140926,99.50504,5
20140929,98.87294,10
20140930,99.50504,23
20141001,97.95443,13
20141002,98.66553,11
20141003,98.389,11
20141006,98.389,9
20141007,97.52975,14
20141008,99.55442,14
20141009,99.77169,22
20141010,99.48528,14
20141013,98.57664,8
20141014,97.52975,12
20141015,96.3347,16
20141016,95.07052,15
20141017,96.46309,13
20141020,98.52727,20
20141021,101.20378,23
20141022,101.71735,9
20141023,103.53461,17
20141024,103.9198,11
20141027,103.81116,9
20141028,105.42101,18
20141029,106.0136,18
20141030,105.65805,21
20141031,106.66544,11
20141103,108.04815,9
20141104,107.25803,18
20141105,107.51482,8
20141106,107.82231,5
20141107,108.12981,5
20141110,107.95126,8
20141111,108.81423,10
20141112,110.35172,8
20141113,111.90904,18
20141114,113.25806,7
20141117,113.0696,11
20141118,114.53765,9
20141119,113.74411,17
20141120,115.37086,10
20141121,115.52958,7
20141124,117.67213,5
20141125,116.65045,12
20141126,118.03915,5
20141128,117.96971,4
20141201,114.14088,11
20141202,113.70443,10
20141203,114.99393,13
20141204,114.55749,6
20141205,114.07144,6
20141208,111.49244,8
20141209,113.19855,10
20141210,111.04607,10
20141211,110.71873,8
20141212,108.844,6
20141215,107.35611,11
20141216,105.88805,12
20141217,108.52658,10
20141218,111.74042,5
20141219,110.87744,5
20141222,112.02808,7
20141223,111.63131,7
20141224,111.10559,4
20141226,113.0696
20141229,112.99025,7
20141230,111.61147,10
20141231,109.48875,4
